system:index,consistent_change,current_state,first,latitude,lc_change_to_another_neighbors,lc_consistent_change_one_year_neighbors,lc_consistent_change_two_years_neighbors,lc_reverse_neighbors,longitude,no_lc_change_neighbors,one_lc_change_neighbors,year,year_after_state,.geo
11_1739,1,5,1.0,0.10308167885271667,0.0,1.0,1.0,0.0,-68.89885091410646,7.0,1.0,1996,1,"{""type"":""Point"",""coordinates"":[-68.89885091410646,0.10308167885271667]}"
11_1742,1,1,5.0,-18.68096040667171,0.0,5.0,5.0,0.0,-53.2118406021125,3.0,5.0,1996,3,"{""type"":""Point"",""coordinates"":[-53.2118406021125,-18.68096040667171]}"
11_1745,1,1,1.0,-16.96589686623072,0.0,1.0,1.0,0.0,-44.617927773526276,7.0,1.0,1996,3,"{""type"":""Point"",""coordinates"":[-44.617927773526276,-16.96589686623072]}"
11_1756,1,1,8.0,-13.093798665561936,0.0,8.0,8.0,0.0,-57.68652869536865,0.0,8.0,1996,3,"{""type"":""Point"",""coordinates"":[-57.68652869536865,-13.093798665561936]}"
11_1764,1,1,0.0,-17.083935494564024,0.0,0.0,0.0,0.0,-42.65843264427636,8.0,0.0,1996,3,"{""type"":""Point"",""coordinates"":[-42.65843264427636,-17.083935494564024]}"
11_1792,1,3,4.0,-9.924542343188262,0.0,4.0,4.0,0.0,-38.84777920904135,4.0,4.0,1996,2,"{""type"":""Point"",""coordinates"":[-38.84777920904135,-9.924542343188262]}"
11_1798,1,1,6.0,-14.821258956923776,2.0,6.0,6.0,0.0,-41.17405646879726,0.0,8.0,1996,3,"{""type"":""Point"",""coordinates"":[-41.17405646879726,-14.821258956923776]}"
11_1816,1,1,2.0,-29.243800674991107,0.0,2.0,2.0,0.0,-52.9337221901491,6.0,2.0,1996,3,"{""type"":""Point"",""coordinates"":[-52.9337221901491,-29.243800674991107]}"
11_1847,1,1,2.0,-4.191584031465891,0.0,2.0,2.0,2.0,-41.085931739425135,4.0,4.0,1996,3,"{""type"":""Point"",""coordinates"":[-41.085931739425135,-4.191584031465891]}"
11_1851,1,1,5.0,-7.9009075026522195,0.0,5.0,5.0,0.0,-41.28104581913589,3.0,5.0,1996,3,"{""type"":""Point"",""coordinates"":[-41.28104581913589,-7.9009075026522195]}"
11_1895,1,1,2.0,-21.84967773987491,0.0,2.0,2.0,0.0,-55.4230436739727,6.0,2.0,1996,3,"{""type"":""Point"",""coordinates"":[-55.4230436739727,-21.84967773987491]}"
12_1096,1,3,3.0,-11.759261479473974,0.0,3.0,3.0,0.0,-45.21108535563039,5.0,3.0,1997,1,"{""type"":""Point"",""coordinates"":[-45.21108535563039,-11.759261479473974]}"
12_1108,1,1,5.0,-11.910986930961762,0.0,5.0,5.0,0.0,-58.65536172929156,3.0,5.0,1997,3,"{""type"":""Point"",""coordinates"":[-58.65536172929156,-11.910986930961762]}"
12_1116,1,1,8.0,-12.761781336551357,0.0,8.0,8.0,0.0,-56.671612087370434,0.0,8.0,1997,3,"{""type"":""Point"",""coordinates"":[-56.671612087370434,-12.761781336551357]}"
12_1123,1,1,3.0,-4.4489513603661335,0.0,3.0,3.0,0.0,-47.00349384203408,5.0,3.0,1997,3,"{""type"":""Point"",""coordinates"":[-47.00349384203408,-4.4489513603661335]}"
12_1151,1,3,4.0,-15.916484951322296,0.0,4.0,4.0,0.0,-48.052366767772035,4.0,4.0,1997,4,"{""type"":""Point"",""coordinates"":[-48.052366767772035,-15.916484951322296]}"
12_1157,1,1,3.0,-7.759422845403392,2.0,3.0,3.0,1.0,-41.84240304018217,2.0,6.0,1997,2,"{""type"":""Point"",""coordinates"":[-41.84240304018217,-7.759422845403392]}"
12_1162,1,2,2.0,-16.072522316173856,0.0,2.0,2.0,0.0,-57.923414435790974,6.0,2.0,1997,1,"{""type"":""Point"",""coordinates"":[-57.923414435790974,-16.072522316173856]}"
12_1176,1,1,4.0,-3.3795968461502564,0.0,4.0,4.0,0.0,-64.56834242395148,4.0,4.0,1997,5,"{""type"":""Point"",""coordinates"":[-64.56834242395148,-3.3795968461502564]}"
12_1177,1,3,1.0,-6.960910389349551,1.0,1.0,1.0,0.0,-45.064210806676854,6.0,2.0,1997,2,"{""type"":""Point"",""coordinates"":[-45.064210806676854,-6.960910389349551]}"
12_1204,1,1,7.0,-6.512740894102322,0.0,7.0,7.0,0.0,-51.91880558215085,1.0,7.0,1997,3,"{""type"":""Point"",""coordinates"":[-51.91880558215085,-6.512740894102322]}"
12_1225,1,1,4.0,-12.94045624656273,0.0,4.0,4.0,0.0,-43.83019510088186,4.0,4.0,1997,3,"{""type"":""Point"",""coordinates"":[-43.83019510088186,-12.94045624656273]}"
12_1232,1,1,5.0,-15.869862388076491,0.0,5.0,5.0,0.0,-57.43805468778119,3.0,5.0,1997,3,"{""type"":""Point"",""coordinates"":[-57.43805468778119,-15.869862388076491]}"
12_1272,1,3,0.0,-19.88128928931221,0.0,0.0,0.0,0.0,-40.301971990974025,8.0,0.0,1997,1,"{""type"":""Point"",""coordinates"":[-40.301971990974025,-19.88128928931221]}"
12_1318,1,1,0.0,-9.896514906323734,0.0,0.0,0.0,0.0,-46.72860936509349,8.0,0.0,1997,2,"{""type"":""Point"",""coordinates"":[-46.72860936509349,-9.896514906323734]}"
12_1334,1,1,8.0,-11.883228988682468,0.0,8.0,8.0,0.0,-56.130466960216815,0.0,8.0,1997,3,"{""type"":""Point"",""coordinates"":[-56.130466960216815,-11.883228988682468]}"
12_1351,1,1,6.0,-7.041489270335072,0.0,6.0,6.0,0.0,-50.844330670815495,2.0,6.0,1997,3,"{""type"":""Point"",""coordinates"":[-50.844330670815495,-7.041489270335072]}"
12_1356,1,3,1.0,-20.07748134736392,0.0,1.0,1.0,0.0,-55.75721695966516,7.0,1.0,1997,1,"{""type"":""Point"",""coordinates"":[-55.75721695966516,-20.07748134736392]}"
12_1361,1,1,8.0,-7.752954975357734,0.0,8.0,8.0,0.0,-55.3667193056584,0.0,8.0,1997,3,"{""type"":""Point"",""coordinates"":[-55.3667193056584,-7.752954975357734]}"
12_1399,1,1,2.0,-13.863744695580776,0.0,2.0,2.0,0.0,-49.058390054457476,6.0,2.0,1997,3,"{""type"":""Point"",""coordinates"":[-49.058390054457476,-13.863744695580776]}"
12_1429,1,1,8.0,-6.111193962100898,0.0,8.0,8.0,0.0,-44.915988784797115,0.0,8.0,1997,3,"{""type"":""Point"",""coordinates"":[-44.915988784797115,-6.111193962100898]}"
12_1436,1,1,2.0,-26.715941465478767,0.0,2.0,2.0,0.0,-52.50630377796502,6.0,2.0,1997,3,"{""type"":""Point"",""coordinates"":[-52.50630377796502,-26.715941465478767]}"
12_1485,1,2,4.0,-4.361904609334951,0.0,4.0,4.0,0.0,-61.844021661802216,4.0,4.0,1997,5,"{""type"":""Point"",""coordinates"":[-61.844021661802216,-4.361904609334951]}"
12_1506,1,1,4.0,-10.216674473583932,0.0,4.0,4.0,0.0,-61.434120397658475,4.0,4.0,1997,3,"{""type"":""Point"",""coordinates"":[-61.434120397658475,-10.216674473583932]}"
12_1524,1,3,2.0,-10.917629889782393,0.0,2.0,2.0,0.0,-48.95167019870408,6.0,2.0,1997,1,"{""type"":""Point"",""coordinates"":[-48.95167019870408,-10.917629889782393]}"
12_1527,1,1,5.0,-5.203805693611766,0.0,5.0,5.0,0.0,-50.371637168311814,3.0,5.0,1997,3,"{""type"":""Point"",""coordinates"":[-50.371637168311814,-5.203805693611766]}"
12_1535,1,1,2.0,-5.230216162964882,0.0,2.0,2.0,0.0,-50.29698716820147,6.0,2.0,1997,3,"{""type"":""Point"",""coordinates"":[-50.29698716820147,-5.230216162964882]}"
12_1549,1,1,2.0,-11.376040179268589,0.0,2.0,2.0,0.0,-52.41467561898483,6.0,2.0,1997,3,"{""type"":""Point"",""coordinates"":[-52.41467561898483,-11.376040179268589]}"
12_1553,1,4,4.0,-19.19623405364267,0.0,4.0,4.0,0.0,-48.245324890800894,4.0,4.0,1997,3,"{""type"":""Point"",""coordinates"":[-48.245324890800894,-19.19623405364267]}"
12_1589,1,3,0.0,-8.909895229775266,0.0,0.0,0.0,0.0,-48.02191387964037,8.0,0.0,1997,1,"{""type"":""Point"",""coordinates"":[-48.02191387964037,-8.909895229775266]}"
12_1597,1,3,0.0,-17.20413007957922,0.0,0.0,0.0,0.0,-49.44646225719711,8.0,0.0,1997,1,"{""type"":""Point"",""coordinates"":[-49.44646225719711,-17.20413007957922]}"
12_1611,1,3,5.0,-27.25331366843907,0.0,5.0,5.0,0.0,-53.499391324559156,3.0,5.0,1997,1,"{""type"":""Point"",""coordinates"":[-53.499391324559156,-27.25331366843907]}"
12_1627,1,1,5.0,-13.263580254260528,0.0,5.0,5.0,0.0,-43.678469649394074,3.0,5.0,1997,3,"{""type"":""Point"",""coordinates"":[-43.678469649394074,-13.263580254260528]}"
12_1720,1,1,0.0,-18.43221690449901,0.0,0.0,0.0,0.0,-43.14594834896802,8.0,0.0,1997,3,"{""type"":""Point"",""coordinates"":[-43.14594834896802,-18.43221690449901]}"
12_1721,1,1,4.0,-10.107798661148648,0.0,4.0,4.0,0.0,-62.18008140959133,4.0,4.0,1997,3,"{""type"":""Point"",""coordinates"":[-62.18008140959133,-10.107798661148648]}"
12_1740,1,1,4.0,-21.51200102457438,0.0,4.0,4.0,0.0,-55.23358898055189,4.0,4.0,1997,3,"{""type"":""Point"",""coordinates"":[-55.23358898055189,-21.51200102457438]}"
12_1744,1,3,1.0,-9.579050284915894,0.0,1.0,1.0,0.0,-70.55624261330698,7.0,1.0,1997,1,"{""type"":""Point"",""coordinates"":[-70.55624261330698,-9.579050284915894]}"
12_1754,1,4,3.0,-6.706238006301668,0.0,3.0,3.0,0.0,-42.93466459414311,5.0,3.0,1997,3,"{""type"":""Point"",""coordinates"":[-42.93466459414311,-6.706238006301668]}"
12_1771,1,1,6.0,-20.579819254243557,1.0,6.0,6.0,0.0,-45.52558553660064,1.0,7.0,1997,3,"{""type"":""Point"",""coordinates"":[-45.52558553660064,-20.579819254243557]}"
12_1781,1,5,5.0,-2.8274024410019853,0.0,5.0,5.0,0.0,-42.447687878621906,3.0,5.0,1997,1,"{""type"":""Point"",""coordinates"":[-42.447687878621906,-2.8274024410019853]}"
12_1797,1,1,3.0,-19.431772321138805,0.0,3.0,3.0,0.0,-52.82592435605474,5.0,3.0,1997,2,"{""type"":""Point"",""coordinates"":[-52.82592435605474,-19.431772321138805]}"
12_1800,1,1,8.0,-15.505236214252374,0.0,8.0,8.0,0.0,-52.62515089005404,0.0,8.0,1997,3,"{""type"":""Point"",""coordinates"":[-52.62515089005404,-15.505236214252374]}"
12_1861,1,1,4.0,-8.941965085418332,0.0,4.0,4.0,0.0,-63.40170036446546,4.0,4.0,1997,3,"{""type"":""Point"",""coordinates"":[-63.40170036446546,-8.941965085418332]}"
12_1940,1,1,1.0,-2.9044778923794405,0.0,1.0,1.0,0.0,-60.968972743541386,7.0,1.0,1997,3,"{""type"":""Point"",""coordinates"":[-60.968972743541386,-2.9044778923794405]}"
12_1957,1,1,1.0,-26.40629218704277,0.0,1.0,1.0,0.0,-52.07053103363865,7.0,1.0,1997,3,"{""type"":""Point"",""coordinates"":[-52.07053103363865,-26.40629218704277]}"
12_1970,1,1,8.0,-6.4027871033260935,0.0,8.0,8.0,0.0,-51.63502778389749,0.0,8.0,1997,3,"{""type"":""Point"",""coordinates"":[-51.63502778389749,-6.4027871033260935]}"
13_1031,1,2,1.0,-15.254336755397794,0.0,1.0,1.0,0.0,-48.08713156926746,7.0,1.0,1998,3,"{""type"":""Point"",""coordinates"":[-48.08713156926746,-15.254336755397794]}"
13_1045,1,1,8.0,-11.588401912434444,0.0,8.0,8.0,0.0,-57.46284818962289,0.0,8.0,1998,3,"{""type"":""Point"",""coordinates"":[-57.46284818962289,-11.588401912434444]}"
13_1092,1,3,4.0,-13.243907149538307,0.0,4.0,4.0,0.0,-43.214669468203155,4.0,4.0,1998,1,"{""type"":""Point"",""coordinates"":[-43.214669468203155,-13.243907149538307]}"
13_1159,1,1,1.0,-12.487974837951727,0.0,1.0,1.0,0.0,-44.74674618526901,7.0,1.0,1998,3,"{""type"":""Point"",""coordinates"":[-44.74674618526901,-12.487974837951727]}"
13_1207,1,1,7.0,-14.76628206153566,0.0,7.0,7.0,0.0,-52.19476803743237,1.0,7.0,1998,3,"{""type"":""Point"",""coordinates"":[-52.19476803743237,-14.76628206153566]}"
13_1222,1,1,6.0,-9.753682776148732,0.0,6.0,6.0,0.0,-62.94625451541686,2.0,6.0,1998,3,"{""type"":""Point"",""coordinates"":[-62.94625451541686,-9.753682776148732]}"
13_1227,1,1,7.0,-25.328044351514112,0.0,7.0,7.0,0.0,-50.32986550760025,1.0,7.0,1998,3,"{""type"":""Point"",""coordinates"":[-50.32986550760025,-25.328044351514112]}"
13_1228,1,1,6.0,-10.039077541913503,0.0,6.0,6.0,0.0,-59.05960360714535,2.0,6.0,1998,3,"{""type"":""Point"",""coordinates"":[-59.05960360714535,-10.039077541913503]}"
13_1259,1,1,6.0,-15.655883687399221,0.0,6.0,6.0,0.0,-42.95514618262104,2.0,6.0,1998,3,"{""type"":""Point"",""coordinates"":[-42.95514618262104,-15.655883687399221]}"
13_1275,1,1,6.0,-4.4591921546050965,0.0,6.0,6.0,0.0,-50.31100088663374,2.0,6.0,1998,3,"{""type"":""Point"",""coordinates"":[-50.31100088663374,-4.4591921546050965]}"
13_1295,1,1,7.0,-6.5313360204835975,0.0,7.0,7.0,0.0,-50.12154619321293,1.0,7.0,1998,3,"{""type"":""Point"",""coordinates"":[-50.12154619321293,-6.5313360204835975]}"
13_1322,1,2,3.0,-8.212443243184866,0.0,3.0,3.0,0.0,-46.01633517631512,5.0,3.0,1998,3,"{""type"":""Point"",""coordinates"":[-46.01633517631512,-8.212443243184866]}"
13_1324,1,3,6.0,-31.397331905610837,0.0,6.0,6.0,0.0,-52.083466773729974,2.0,6.0,1998,2,"{""type"":""Point"",""coordinates"":[-52.083466773729974,-31.397331905610837]}"
13_1365,1,5,1.0,-17.963565820773862,0.0,1.0,1.0,1.0,-43.634542032000624,6.0,2.0,1998,1,"{""type"":""Point"",""coordinates"":[-43.634542032000624,-17.963565820773862]}"
13_1385,1,1,3.0,-1.891447746477856,0.0,3.0,3.0,0.0,-47.04095358938186,5.0,3.0,1998,3,"{""type"":""Point"",""coordinates"":[-47.04095358938186,-1.891447746477856]}"
13_1387,1,1,8.0,-9.770930429603826,0.0,8.0,8.0,0.0,-57.06561317098525,0.0,8.0,1998,3,"{""type"":""Point"",""coordinates"":[-57.06561317098525,-9.770930429603826]}"
13_1437,1,2,0.0,-0.34993871892875816,0.0,0.0,0.0,0.0,-63.295788992467784,8.0,0.0,1998,1,"{""type"":""Point"",""coordinates"":[-63.295788992467784,-0.34993871892875816]}"
13_1464,1,1,4.0,-4.560791613239013,0.0,4.0,4.0,0.0,-45.09493318939373,4.0,4.0,1998,3,"{""type"":""Point"",""coordinates"":[-45.09493318939373,-4.560791613239013]}"
13_1469,1,1,6.0,-8.075270499299819,0.0,6.0,6.0,0.0,-50.99659511147375,2.0,6.0,1998,3,"{""type"":""Point"",""coordinates"":[-50.99659511147375,-8.075270499299819]}"
13_1532,1,3,5.0,-19.242048133132762,0.0,5.0,5.0,0.0,-52.34891894018728,3.0,5.0,1998,1,"{""type"":""Point"",""coordinates"":[-52.34891894018728,-19.242048133132762]}"
13_1545,1,2,2.0,-10.181640177503274,0.0,2.0,2.0,0.0,-59.84571931227835,6.0,2.0,1998,3,"{""type"":""Point"",""coordinates"":[-59.84571931227835,-10.181640177503274]}"
13_1548,1,3,4.0,-2.723916520271417,0.0,4.0,4.0,1.0,-48.02137489046989,3.0,5.0,1998,1,"{""type"":""Point"",""coordinates"":[-48.02137489046989,-2.723916520271417]}"
13_1583,1,3,1.0,-27.707412044561487,0.0,1.0,1.0,0.0,-48.81018554145526,7.0,1.0,1998,1,"{""type"":""Point"",""coordinates"":[-48.81018554145526,-27.707412044561487]}"
13_1638,1,1,6.0,-5.553070676077438,0.0,6.0,6.0,0.0,-49.332196553057095,2.0,6.0,1998,3,"{""type"":""Point"",""coordinates"":[-49.332196553057095,-5.553070676077438]}"
13_1675,1,1,1.0,-14.956275744126938,0.0,1.0,1.0,0.0,-41.80575177659011,7.0,1.0,1998,3,"{""type"":""Point"",""coordinates"":[-41.80575177659011,-14.956275744126938]}"
13_1703,1,1,3.0,-15.758561124374086,0.0,3.0,3.0,0.0,-59.12643826428385,5.0,3.0,1998,3,"{""type"":""Point"",""coordinates"":[-59.12643826428385,-15.758561124374086]}"
13_1705,1,1,4.0,-9.195289995540037,0.0,4.0,4.0,0.0,-67.23822527988311,4.0,4.0,1998,3,"{""type"":""Point"",""coordinates"":[-67.23822527988311,-9.195289995540037]}"
13_1709,1,1,2.0,2.828210924757697,0.0,2.0,2.0,0.0,-60.09284584693961,6.0,2.0,1998,3,"{""type"":""Point"",""coordinates"":[-60.09284584693961,2.828210924757697]}"
13_1725,1,2,1.0,-20.49681492199091,1.0,1.0,1.0,0.0,-57.67197598776593,6.0,2.0,1998,3,"{""type"":""Point"",""coordinates"":[-57.67197598776593,-20.49681492199091]}"
13_1753,1,1,5.0,-4.655923201827272,0.0,5.0,5.0,0.0,-45.475998532917224,3.0,5.0,1998,3,"{""type"":""Point"",""coordinates"":[-45.475998532917224,-4.655923201827272]}"
13_1758,1,1,2.0,-12.089931335558367,0.0,2.0,2.0,0.0,-44.96368932638385,6.0,2.0,1998,3,"{""type"":""Point"",""coordinates"":[-44.96368932638385,-12.089931335558367]}"
13_1763,1,1,8.0,-17.174485675203268,0.0,8.0,8.0,0.0,-55.35054963054425,0.0,8.0,1998,3,"{""type"":""Point"",""coordinates"":[-55.35054963054425,-17.174485675203268]}"
13_1774,1,3,8.0,-5.042378437055488,0.0,8.0,8.0,0.0,-42.44148950316149,0.0,8.0,1998,4,"{""type"":""Point"",""coordinates"":[-42.44148950316149,-5.042378437055488]}"
13_1808,1,3,5.0,-31.072860424986853,0.0,5.0,5.0,0.0,-52.579606305149184,3.0,5.0,1998,2,"{""type"":""Point"",""coordinates"":[-52.579606305149184,-31.072860424986853]}"
13_1889,1,3,5.0,-5.021088364821859,0.0,5.0,5.0,0.0,-47.563503590154184,3.0,5.0,1998,1,"{""type"":""Point"",""coordinates"":[-47.563503590154184,-5.021088364821859]}"
13_1903,1,1,2.0,-11.310552995056273,0.0,2.0,2.0,0.0,-62.2806028898843,6.0,2.0,1998,3,"{""type"":""Point"",""coordinates"":[-62.2806028898843,-11.310552995056273]}"
13_1924,1,5,4.0,-0.2257017151350276,0.0,4.0,4.0,0.0,-52.78415269534319,4.0,4.0,1998,1,"{""type"":""Point"",""coordinates"":[-52.78415269534319,-0.2257017151350276]}"
13_1928,1,1,2.0,-12.51007339394107,0.0,2.0,2.0,0.0,-60.081257579774466,6.0,2.0,1998,3,"{""type"":""Point"",""coordinates"":[-60.081257579774466,-12.51007339394107]}"
13_1949,1,3,3.0,-10.616604438073944,0.0,3.0,3.0,0.0,-62.22454801615525,5.0,3.0,1998,1,"{""type"":""Point"",""coordinates"":[-62.22454801615525,-10.616604438073944]}"
13_1969,1,1,6.0,-12.558043430113056,0.0,6.0,6.0,0.0,-41.49394654147222,2.0,6.0,1998,2,"{""type"":""Point"",""coordinates"":[-41.49394654147222,-12.558043430113056]}"
13_1994,1,1,0.0,-17.470390729792243,0.0,0.0,0.0,0.0,-44.58909185290603,8.0,0.0,1998,3,"{""type"":""Point"",""coordinates"":[-44.58909185290603,-17.470390729792243]}"
14_1079,1,1,0.0,-12.84936707675301,0.0,0.0,0.0,0.0,-49.773898178258676,8.0,0.0,1999,3,"{""type"":""Point"",""coordinates"":[-49.773898178258676,-12.84936707675301]}"
14_1153,1,1,4.0,-5.1523322278317165,0.0,4.0,4.0,0.0,-35.6095322728473,4.0,4.0,1999,3,"{""type"":""Point"",""coordinates"":[-35.6095322728473,-5.1523322278317165]}"
14_1161,1,5,2.0,-6.2039000994220315,0.0,2.0,2.0,0.0,-39.26630429991263,6.0,2.0,1999,1,"{""type"":""Point"",""coordinates"":[-39.26630429991263,-6.2039000994220315]}"
14_1165,1,3,4.0,-11.572771226490762,0.0,4.0,4.0,0.0,-41.04200412203169,4.0,4.0,1999,1,"{""type"":""Point"",""coordinates"":[-41.04200412203169,-11.572771226490762]}"
14_1166,1,1,1.0,-8.573296492815679,0.0,1.0,1.0,0.0,-38.60631206067002,7.0,1.0,1999,3,"{""type"":""Point"",""coordinates"":[-38.60631206067002,-8.573296492815679]}"
14_1200,1,1,2.0,-27.40854254953492,0.0,2.0,2.0,0.0,-51.97755540173228,6.0,2.0,1999,5,"{""type"":""Point"",""coordinates"":[-51.97755540173228,-27.40854254953492]}"
14_1201,1,1,3.0,-15.221997405169493,0.0,3.0,3.0,0.0,-60.10470360869,5.0,3.0,1999,3,"{""type"":""Point"",""coordinates"":[-60.10470360869,-15.221997405169493]}"
14_1203,1,3,8.0,-27.25897305472902,0.0,8.0,8.0,0.0,-52.25863825413328,0.0,8.0,1999,5,"{""type"":""Point"",""coordinates"":[-52.25863825413328,-27.25897305472902]}"
14_1210,1,1,3.0,-3.091507134533125,0.0,3.0,3.0,0.0,-59.56598393280353,5.0,3.0,1999,3,"{""type"":""Point"",""coordinates"":[-59.56598393280353,-3.091507134533125]}"
14_1235,1,1,8.0,-12.142213285094126,0.0,8.0,8.0,0.0,-55.68822634584478,0.0,8.0,1999,3,"{""type"":""Point"",""coordinates"":[-55.68822634584478,-12.142213285094126]}"
14_1266,1,2,4.0,-3.1712775317629385,1.0,4.0,4.0,0.0,-58.92512580911264,3.0,5.0,1999,3,"{""type"":""Point"",""coordinates"":[-58.92512580911264,-3.1712775317629385]}"
14_1293,1,1,8.0,-6.734265443166198,0.0,8.0,8.0,0.0,-40.91426368862989,0.0,8.0,1999,3,"{""type"":""Point"",""coordinates"":[-40.91426368862989,-6.734265443166198]}"
14_1297,1,1,6.0,-18.42844398030571,0.0,6.0,6.0,0.0,-44.501506112704384,2.0,6.0,1999,3,"{""type"":""Point"",""coordinates"":[-44.501506112704384,-18.42844398030571]}"
14_1373,1,3,7.0,-6.967917248565684,0.0,7.0,7.0,0.0,-37.42053588563225,1.0,7.0,1999,1,"{""type"":""Point"",""coordinates"":[-37.42053588563225,-6.967917248565684]}"
14_1412,1,1,3.0,-5.550914719395551,0.0,3.0,3.0,0.0,-44.43386297181018,5.0,3.0,1999,3,"{""type"":""Point"",""coordinates"":[-44.43386297181018,-5.550914719395551]}"
14_1426,1,1,4.0,-26.22923424454282,0.0,4.0,4.0,0.0,-51.605922368692035,4.0,4.0,1999,3,"{""type"":""Point"",""coordinates"":[-51.605922368692035,-26.22923424454282]}"
14_1428,1,1,8.0,-3.426758398566532,0.0,8.0,8.0,0.0,-53.43174818366495,0.0,8.0,1999,3,"{""type"":""Point"",""coordinates"":[-53.43174818366495,-3.426758398566532]}"
14_1622,1,3,4.0,-2.532575364753959,0.0,4.0,4.0,0.0,-55.3335714716744,4.0,4.0,1999,1,"{""type"":""Point"",""coordinates"":[-55.3335714716744,-2.532575364753959]}"
14_1649,1,1,2.0,-4.126096847253576,0.0,2.0,2.0,0.0,-39.696148163363816,6.0,2.0,1999,3,"{""type"":""Point"",""coordinates"":[-39.696148163363816,-4.126096847253576]}"
14_1687,1,4,8.0,-15.124170870728884,0.0,8.0,8.0,0.0,-54.165851433847415,0.0,8.0,1999,3,"{""type"":""Point"",""coordinates"":[-54.165851433847415,-15.124170870728884]}"
14_1701,1,2,4.0,-7.4187816896652725,0.0,4.0,4.0,0.0,-37.61915339495108,4.0,4.0,1999,3,"{""type"":""Point"",""coordinates"":[-37.61915339495108,-7.4187816896652725]}"
14_1787,1,1,5.0,-3.2723380012263847,0.0,5.0,5.0,0.0,-39.68994978790339,3.0,5.0,1999,3,"{""type"":""Point"",""coordinates"":[-39.68994978790339,-3.2723380012263847]}"
14_1809,1,3,0.0,-6.753669053303177,0.0,0.0,0.0,0.0,-50.45464150056445,8.0,0.0,1999,1,"{""type"":""Point"",""coordinates"":[-50.45464150056445,-6.753669053303177]}"
14_1822,1,5,2.0,-1.024483665774106,0.0,2.0,2.0,1.0,-64.66859440965922,5.0,3.0,1999,2,"{""type"":""Point"",""coordinates"":[-64.66859440965922,-1.024483665774106]}"
14_1831,1,3,6.0,-8.964602630578145,0.0,6.0,6.0,0.0,-47.34925539489167,2.0,6.0,1999,2,"{""type"":""Point"",""coordinates"":[-47.34925539489167,-8.964602630578145]}"
14_1839,1,3,0.0,-11.957070505037091,0.0,0.0,0.0,0.0,-63.29201606827446,8.0,0.0,1999,1,"{""type"":""Point"",""coordinates"":[-63.29201606827446,-11.957070505037091]}"
14_1860,1,1,6.0,-4.998989808832516,0.0,6.0,6.0,0.0,-49.28234005478846,2.0,6.0,1999,3,"{""type"":""Point"",""coordinates"":[-49.28234005478846,-4.998989808832516]}"
14_1869,1,2,1.0,-11.693504800676427,0.0,1.0,1.0,1.0,-51.073131573680755,6.0,2.0,1999,1,"{""type"":""Point"",""coordinates"":[-51.073131573680755,-11.693504800676427]}"
14_1959,1,1,3.0,-23.56420229114543,0.0,3.0,3.0,0.0,-54.897798727348004,5.0,3.0,1999,3,"{""type"":""Point"",""coordinates"":[-54.897798727348004,-23.56420229114543]}"
14_1993,1,1,3.0,-4.977160747428413,0.0,3.0,3.0,0.0,-45.93333084406248,5.0,3.0,1999,3,"{""type"":""Point"",""coordinates"":[-45.93333084406248,-4.977160747428413]}"
14_1999,1,2,3.0,-13.221808593548968,0.0,3.0,3.0,0.0,-55.20017165198264,5.0,3.0,1999,3,"{""type"":""Point"",""coordinates"":[-55.20017165198264,-13.221808593548968]}"
15_1034,1,3,5.0,-11.80911797774261,0.0,5.0,5.0,0.0,-42.47167289670791,3.0,5.0,2000,1,"{""type"":""Point"",""coordinates"":[-42.47167289670791,-11.80911797774261]}"
15_1064,1,2,5.0,-30.38430175970925,0.0,5.0,5.0,0.0,-51.603766412010145,3.0,5.0,2000,3,"{""type"":""Point"",""coordinates"":[-51.603766412010145,-30.38430175970925]}"
15_1080,1,1,5.0,-12.594155704534655,0.0,5.0,5.0,0.0,-56.585104325509704,3.0,5.0,2000,3,"{""type"":""Point"",""coordinates"":[-56.585104325509704,-12.594155704534655]}"
15_1109,1,1,1.0,-14.644740003594286,0.0,1.0,1.0,0.0,-53.19486244324265,7.0,1.0,2000,3,"{""type"":""Point"",""coordinates"":[-53.19486244324265,-14.644740003594286]}"
15_1125,1,5,1.0,-1.2996376372999157,0.0,1.0,1.0,0.0,-51.96381117788525,7.0,1.0,2000,2,"{""type"":""Point"",""coordinates"":[-51.96381117788525,-1.2996376372999157]}"
15_1133,1,1,5.0,-6.625928619901383,0.0,5.0,5.0,0.0,-51.89455106947962,3.0,5.0,2000,3,"{""type"":""Point"",""coordinates"":[-51.89455106947962,-6.625928619901383]}"
15_1230,1,2,5.0,-18.05115156097552,0.0,5.0,5.0,0.0,-57.1855382614152,3.0,5.0,2000,1,"{""type"":""Point"",""coordinates"":[-57.1855382614152,-18.05115156097552]}"
15_1241,1,1,2.0,-20.296580445160668,0.0,2.0,2.0,0.0,-42.76003210291027,6.0,2.0,2000,3,"{""type"":""Point"",""coordinates"":[-42.76003210291027,-20.296580445160668]}"
15_1252,1,3,4.0,-23.17235716421249,0.0,4.0,4.0,0.0,-44.96773174516241,4.0,4.0,2000,1,"{""type"":""Point"",""coordinates"":[-44.96773174516241,-23.17235716421249]}"
15_1253,1,1,3.0,-10.470538372876108,0.0,3.0,3.0,0.0,-44.095377772753935,5.0,3.0,2000,3,"{""type"":""Point"",""coordinates"":[-44.095377772753935,-10.470538372876108]}"
