system:index,consistent_change,current_state,first,latitude,lc_change_to_another_neighbors,lc_consistent_change_one_year_neighbors,lc_consistent_change_two_years_neighbors,lc_reverse_neighbors,longitude,no_lc_change_neighbors,one_lc_change_neighbors,year,year_after_state,.geo
0_1003,1,3,3.0,-1.8453641724025247,0.0,3.0,3.0,0.0,-55.52464313260661,5.0,3.0,1985,1,"{""type"":""Point"",""coordinates"":[-55.52464313260661,-1.8453641724025247]}"
0_1006,1,3,2.0,-13.316670687551987,0.0,2.0,2.0,1.0,-57.195509561068924,5.0,3.0,1985,1,"{""type"":""Point"",""coordinates"":[-57.195509561068924,-13.316670687551987]}"
0_1011,1,2,3.0,-19.377334414921158,4.0,3.0,3.0,0.0,-45.33208842440129,1.0,7.0,1985,3,"{""type"":""Point"",""coordinates"":[-45.33208842440129,-19.377334414921158]}"
0_1032,1,3,4.0,-19.448750480008663,0.0,4.0,4.0,0.0,-54.98942688632821,4.0,4.0,1985,4,"{""type"":""Point"",""coordinates"":[-54.98942688632821,-19.448750480008663]}"
0_1054,1,4,8.0,-21.886329003466987,0.0,8.0,8.0,0.0,-55.44675919747346,0.0,8.0,1985,3,"{""type"":""Point"",""coordinates"":[-55.44675919747346,-21.886329003466987]}"
0_1056,1,1,7.0,-10.212901549390633,0.0,7.0,7.0,0.0,-59.515049456193935,1.0,7.0,1985,3,"{""type"":""Point"",""coordinates"":[-59.515049456193935,-10.212901549390633]}"
0_1244,1,2,6.0,-11.306510576277736,0.0,6.0,6.0,0.0,-41.10290989829499,2.0,6.0,1985,1,"{""type"":""Point"",""coordinates"":[-41.10290989829499,-11.306510576277736]}"
0_1256,1,2,1.0,-22.03778496036954,0.0,1.0,1.0,0.0,-55.29961515393467,7.0,1.0,1985,3,"{""type"":""Point"",""coordinates"":[-55.29961515393467,-22.03778496036954]}"
0_1264,1,1,7.0,-21.96960283030486,1.0,7.0,7.0,0.0,-48.70669962072468,0.0,8.0,1985,3,"{""type"":""Point"",""coordinates"":[-48.70669962072468,-21.96960283030486]}"
0_1265,1,1,8.0,-21.17890571722286,0.0,8.0,8.0,0.0,-56.01970468568489,0.0,8.0,1985,3,"{""type"":""Point"",""coordinates"":[-56.01970468568489,-21.17890571722286]}"
0_1316,1,1,8.0,-11.7120999270577,0.0,8.0,8.0,0.0,-57.95790974270116,0.0,8.0,1985,3,"{""type"":""Point"",""coordinates"":[-57.95790974270116,-11.7120999270577]}"
0_1414,1,1,4.0,-18.843735136154173,0.0,4.0,4.0,0.0,-53.89689583778204,4.0,4.0,1985,3,"{""type"":""Point"",""coordinates"":[-53.89689583778204,-18.843735136154173]}"
0_1434,1,2,0.0,-11.643378807822554,0.0,0.0,0.0,0.0,-52.675815872078374,8.0,0.0,1985,5,"{""type"":""Point"",""coordinates"":[-52.675815872078374,-11.643378807822554]}"
0_1460,1,2,5.0,-12.290974296144324,0.0,5.0,5.0,0.0,-53.049065872630045,3.0,5.0,1985,1,"{""type"":""Point"",""coordinates"":[-53.049065872630045,-12.290974296144324]}"
0_1467,1,4,8.0,-8.973765446476165,0.0,8.0,8.0,0.0,-49.01958283418351,0.0,8.0,1985,2,"{""type"":""Point"",""coordinates"":[-49.01958283418351,-8.973765446476165]}"
0_1470,1,4,4.0,-20.442377015773264,0.0,4.0,4.0,0.0,-47.151446369328546,4.0,4.0,1985,3,"{""type"":""Point"",""coordinates"":[-47.151446369328546,-20.442377015773264]}"
0_1504,1,3,4.0,-19.314003187390735,0.0,4.0,4.0,0.0,-44.73300196142198,4.0,4.0,1985,1,"{""type"":""Point"",""coordinates"":[-44.73300196142198,-19.314003187390735]}"
0_1604,1,1,4.0,-10.11803945538761,0.0,4.0,4.0,0.0,-51.26635919129485,4.0,4.0,1985,3,"{""type"":""Point"",""coordinates"":[-51.26635919129485,-10.11803945538761]}"
0_1678,1,1,5.0,-7.147400642332765,0.0,5.0,5.0,0.0,-39.27627559956636,3.0,5.0,1985,3,"{""type"":""Point"",""coordinates"":[-39.27627559956636,-7.147400642332765]}"
0_1749,1,3,4.0,-15.184268163236474,0.0,4.0,4.0,0.0,-44.19320430719457,4.0,4.0,1985,1,"{""type"":""Point"",""coordinates"":[-44.19320430719457,-15.184268163236474]}"
0_1759,1,3,5.0,-18.442996687908447,0.0,5.0,5.0,0.0,-44.51471134738093,3.0,5.0,1985,2,"{""type"":""Point"",""coordinates"":[-44.51471134738093,-18.442996687908447]}"
0_1765,1,3,8.0,-1.2864324026233591,0.0,8.0,8.0,0.0,-49.44053337632192,0.0,8.0,1985,1,"{""type"":""Point"",""coordinates"":[-49.44053337632192,-1.2864324026233591]}"
0_1782,1,3,1.0,-13.768343612407286,0.0,1.0,1.0,0.0,-57.230543857149584,7.0,1.0,1985,2,"{""type"":""Point"",""coordinates"":[-57.230543857149584,-13.768343612407286]}"
0_1821,1,1,5.0,-13.943784587395825,0.0,5.0,5.0,0.0,-55.32602562328779,3.0,5.0,1985,2,"{""type"":""Point"",""coordinates"":[-55.32602562328779,-13.943784587395825]}"
0_1843,1,1,5.0,-2.4474150758194275,0.0,5.0,5.0,0.0,-45.72689799177182,3.0,5.0,1985,3,"{""type"":""Point"",""coordinates"":[-45.72689799177182,-2.4474150758194275]}"
0_1855,1,1,2.0,-1.3697062294612392,0.0,2.0,2.0,0.0,-56.90176046316184,6.0,2.0,1985,5,"{""type"":""Point"",""coordinates"":[-56.90176046316184,-1.3697062294612392]}"
0_1886,1,1,6.0,-1.5300555076765727,0.0,6.0,6.0,0.0,-52.37344294744374,2.0,6.0,1985,5,"{""type"":""Point"",""coordinates"":[-52.37344294744374,-1.5300555076765727]}"
0_1910,1,4,4.0,-15.744816900527056,0.0,4.0,4.0,0.0,-55.28614042467288,4.0,4.0,1985,3,"{""type"":""Point"",""coordinates"":[-55.28614042467288,-15.744816900527056]}"
0_1922,1,1,5.0,-0.8517376366379228,0.0,5.0,5.0,0.0,-59.630393138674876,3.0,5.0,1985,5,"{""type"":""Point"",""coordinates"":[-59.630393138674876,-0.8517376366379228]}"
0_1955,1,2,1.0,-7.753763459113443,1.0,1.0,1.0,0.0,-48.292216948631925,6.0,2.0,1985,1,"{""type"":""Point"",""coordinates"":[-48.292216948631925,-7.753763459113443]}"
1_1021,1,3,5.0,-13.654616897437752,0.0,5.0,5.0,0.0,-58.56211660279995,3.0,5.0,1986,2,"{""type"":""Point"",""coordinates"":[-58.56211660279995,-13.654616897437752]}"
1_1027,1,1,5.0,-17.44398026043913,0.0,5.0,5.0,0.0,-53.75864511555605,3.0,5.0,1986,3,"{""type"":""Point"",""coordinates"":[-53.75864511555605,-17.44398026043913]}"
1_1038,1,1,1.0,-7.852667971895001,0.0,1.0,1.0,1.0,-41.24439455554382,6.0,2.0,1986,3,"{""type"":""Point"",""coordinates"":[-41.24439455554382,-7.852667971895001]}"
1_1049,1,3,1.0,-16.279494157634993,2.0,1.0,1.0,0.0,-47.27271893268469,5.0,3.0,1986,1,"{""type"":""Point"",""coordinates"":[-47.27271893268469,-16.279494157634993]}"
1_1068,1,1,8.0,-18.13011347444962,0.0,8.0,8.0,0.0,-54.4579835642431,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-54.4579835642431,-18.13011347444962]}"
1_1086,1,1,8.0,-7.973940535251138,0.0,8.0,8.0,0.0,-48.68379258097964,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-48.68379258097964,-7.973940535251138]}"
1_1113,1,1,2.0,-25.472762943785767,0.0,2.0,2.0,0.0,-50.74731262013058,6.0,2.0,1986,3,"{""type"":""Point"",""coordinates"":[-50.74731262013058,-25.472762943785767]}"
1_1139,1,3,2.0,-7.442497213166027,0.0,2.0,2.0,0.0,-42.76057109208074,6.0,2.0,1986,1,"{""type"":""Point"",""coordinates"":[-42.76057109208074,-7.442497213166027]}"
1_1140,1,1,8.0,-14.233221771939135,0.0,8.0,8.0,0.0,-46.45857579068716,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-46.45857579068716,-14.233221771939135]}"
1_1170,1,1,0.0,-23.90484344688355,0.0,0.0,0.0,0.0,-54.35827056770583,8.0,0.0,1986,3,"{""type"":""Point"",""coordinates"":[-54.35827056770583,-23.90484344688355]}"
1_1184,1,1,4.0,-3.549378434848845,0.0,4.0,4.0,1.0,-38.89736621272474,3.0,5.0,1986,3,"{""type"":""Point"",""coordinates"":[-38.89736621272474,-3.549378434848845]}"
1_1212,1,3,7.0,-6.777115082218697,0.0,7.0,7.0,0.0,-40.04217921080666,1.0,7.0,1986,1,"{""type"":""Point"",""coordinates"":[-40.04217921080666,-6.777115082218697]}"
1_1224,1,2,5.0,-7.873688549543397,0.0,5.0,5.0,0.0,-41.088087696107024,3.0,5.0,1986,1,"{""type"":""Point"",""coordinates"":[-41.088087696107024,-7.873688549543397]}"
1_1236,1,1,2.0,-13.980166356402664,0.0,2.0,2.0,0.0,-40.47471802011021,6.0,2.0,1986,3,"{""type"":""Point"",""coordinates"":[-40.47471802011021,-13.980166356402664]}"
1_1291,1,1,4.0,-15.824587297756867,0.0,4.0,4.0,0.0,-58.24519097056258,4.0,4.0,1986,2,"{""type"":""Point"",""coordinates"":[-58.24519097056258,-15.824587297756867]}"
1_1352,1,3,2.0,-23.91750969238964,0.0,2.0,2.0,0.0,-48.52236532442336,6.0,2.0,1986,1,"{""type"":""Point"",""coordinates"":[-48.52236532442336,-23.91750969238964]}"
1_1403,1,1,8.0,-2.4336708519724004,0.0,8.0,8.0,0.0,-48.27146586556877,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-48.27146586556877,-2.4336708519724004]}"
1_1438,1,4,6.0,-12.86984866523094,0.0,6.0,6.0,0.0,-51.82124854229548,2.0,6.0,1986,3,"{""type"":""Point"",""coordinates"":[-51.82124854229548,-12.86984866523094]}"
1_1472,1,1,1.0,-8.752510391997525,0.0,1.0,1.0,0.0,-63.53078827079344,7.0,1.0,1986,3,"{""type"":""Point"",""coordinates"":[-63.53078827079344,-8.752510391997525]}"
1_1479,1,3,0.0,-9.043295049467016,0.0,0.0,0.0,0.0,-35.894657544026835,8.0,0.0,1986,1,"{""type"":""Point"",""coordinates"":[-35.894657544026835,-9.043295049467016]}"
1_1495,1,2,0.0,-2.0701226564892297,0.0,0.0,0.0,0.0,-55.300154143105146,8.0,0.0,1986,1,"{""type"":""Point"",""coordinates"":[-55.300154143105146,-2.0701226564892297]}"
1_1501,1,1,6.0,-12.158652454793515,0.0,6.0,6.0,0.0,-40.938518201301115,2.0,6.0,1986,3,"{""type"":""Point"",""coordinates"":[-40.938518201301115,-12.158652454793515]}"
1_1512,1,1,8.0,-9.01499811801725,0.0,8.0,8.0,0.0,-50.53656785447615,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-50.53656785447615,-9.01499811801725]}"
1_1546,1,1,5.0,-7.486155335974237,0.0,5.0,5.0,0.0,-38.01423245690685,3.0,5.0,1986,3,"{""type"":""Point"",""coordinates"":[-38.01423245690685,-7.486155335974237]}"
1_1598,1,3,8.0,-22.650615647195874,0.0,8.0,8.0,0.0,-52.171052513931606,0.0,8.0,1986,5,"{""type"":""Point"",""coordinates"":[-52.171052513931606,-22.650615647195874]}"
1_1610,1,1,8.0,-9.189091620079612,0.0,8.0,8.0,0.0,-64.35975361497893,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-64.35975361497893,-9.189091620079612]}"
1_1613,1,1,8.0,-32.19449688873849,0.0,8.0,8.0,0.0,-52.57556388637063,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-52.57556388637063,-32.19449688873849]}"
1_1671,1,1,8.0,-21.55835409323495,0.0,8.0,8.0,0.0,-56.156607934984685,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-56.156607934984685,-21.55835409323495]}"
1_1695,1,3,6.0,-18.217968709236512,0.0,6.0,6.0,0.0,-39.758131917968065,2.0,6.0,1986,1,"{""type"":""Point"",""coordinates"":[-39.758131917968065,-18.217968709236512]}"
1_1757,1,3,3.0,-8.958673749702957,0.0,3.0,3.0,0.0,-38.9429107976296,5.0,3.0,1986,2,"{""type"":""Point"",""coordinates"":[-38.9429107976296,-8.958673749702957]}"
1_1773,1,3,1.0,-7.8666816903272645,0.0,1.0,1.0,0.0,-50.077349081234246,7.0,1.0,1986,1,"{""type"":""Point"",""coordinates"":[-50.077349081234246,-7.8666816903272645]}"
1_1807,1,2,8.0,-20.69327647462785,0.0,8.0,8.0,0.0,-45.30406098753676,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-45.30406098753676,-20.69327647462785]}"
1_1812,1,3,2.0,-3.65178637723847,0.0,2.0,2.0,0.0,-45.52127362323686,6.0,2.0,1986,1,"{""type"":""Point"",""coordinates"":[-45.52127362323686,-3.65178637723847]}"
1_1813,1,1,1.0,-18.73027791576987,0.0,1.0,1.0,0.0,-40.058079391335575,7.0,1.0,1986,3,"{""type"":""Point"",""coordinates"":[-40.058079391335575,-18.73027791576987]}"
1_1814,1,3,1.0,-22.703975575072576,0.0,1.0,1.0,0.0,-49.738594387592784,7.0,1.0,1986,1,"{""type"":""Point"",""coordinates"":[-49.738594387592784,-22.703975575072576]}"
1_1828,1,2,7.0,-13.376228990889116,0.0,7.0,7.0,0.0,-58.86934042996882,1.0,7.0,1986,3,"{""type"":""Point"",""coordinates"":[-58.86934042996882,-13.376228990889116]}"
1_1833,1,2,8.0,-13.668091626699546,0.0,8.0,8.0,0.0,-59.25229223558898,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-59.25229223558898,-13.668091626699546]}"
1_1838,1,1,5.0,-18.59202719354388,0.0,5.0,5.0,0.0,-45.1488321064409,3.0,5.0,1986,3,"{""type"":""Point"",""coordinates"":[-45.1488321064409,-18.59202719354388]}"
1_1914,1,1,4.0,-13.626050471402753,0.0,4.0,4.0,0.0,-41.61171567522029,4.0,4.0,1986,3,"{""type"":""Point"",""coordinates"":[-41.61171567522029,-13.626050471402753]}"
1_1917,1,1,2.0,-16.794498310020714,0.0,2.0,2.0,0.0,-55.12040125475283,6.0,2.0,1986,3,"{""type"":""Point"",""coordinates"":[-55.12040125475283,-16.794498310020714]}"
1_1929,1,4,8.0,-12.542951733339846,0.0,8.0,8.0,0.0,-44.34924167204612,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-44.34924167204612,-12.542951733339846]}"
1_1932,1,1,8.0,-23.198767633565605,0.0,8.0,8.0,0.0,-55.41846226602368,0.0,8.0,1986,3,"{""type"":""Point"",""coordinates"":[-55.41846226602368,-23.198767633565605]}"
1_1935,1,1,3.0,-11.443683320162787,0.0,3.0,3.0,0.0,-38.04118191543043,5.0,3.0,1986,3,"{""type"":""Point"",""coordinates"":[-38.04118191543043,-11.443683320162787]}"
1_1964,1,1,6.0,-16.17439126939301,0.0,6.0,6.0,0.0,-56.56677869371367,2.0,6.0,1986,3,"{""type"":""Point"",""coordinates"":[-56.56677869371367,-16.17439126939301]}"
1_1965,1,2,1.0,-26.639674497857023,0.0,1.0,1.0,0.0,-51.819901069369294,7.0,1.0,1986,3,"{""type"":""Point"",""coordinates"":[-51.819901069369294,-26.639674497857023]}"
1_1978,1,3,0.0,-13.121017618670757,0.0,0.0,0.0,0.0,-60.381205053141976,8.0,0.0,1986,1,"{""type"":""Point"",""coordinates"":[-60.381205053141976,-13.121017618670757]}"
2_1026,1,1,2.0,-1.7478071325471456,1.0,2.0,2.0,1.0,-53.74274493502713,4.0,4.0,1987,2,"{""type"":""Point"",""coordinates"":[-53.74274493502713,-1.7478071325471456]}"
2_1028,1,1,8.0,-16.396185313042118,0.0,8.0,8.0,0.0,-51.127030490727904,0.0,8.0,1987,3,"{""type"":""Point"",""coordinates"":[-51.127030490727904,-16.396185313042118]}"
2_1040,1,1,1.0,-5.017854429799027,0.0,1.0,1.0,0.0,-47.75592272401258,7.0,1.0,1987,3,"{""type"":""Point"",""coordinates"":[-47.75592272401258,-5.017854429799027]}"
2_1084,1,1,2.0,-12.38718386307352,0.0,2.0,2.0,0.0,-64.24494892166845,6.0,2.0,1987,3,"{""type"":""Point"",""coordinates"":[-64.24494892166845,-12.38718386307352]}"
2_1085,1,1,7.0,-19.79828495705957,0.0,7.0,7.0,0.0,-44.1905093613422,1.0,7.0,1987,3,"{""type"":""Point"",""coordinates"":[-44.1905093613422,-19.79828495705957]}"
2_1087,1,1,8.0,-13.257112384214865,0.0,8.0,8.0,0.0,-43.395230840311186,0.0,8.0,1987,3,"{""type"":""Point"",""coordinates"":[-43.395230840311186,-13.257112384214865]}"
2_1091,1,1,6.0,-8.84845046434149,0.0,6.0,6.0,0.0,-38.55268263820808,2.0,6.0,1987,3,"{""type"":""Point"",""coordinates"":[-38.55268263820808,-8.84845046434149]}"
2_1111,1,3,4.0,-8.29571707002275,0.0,4.0,4.0,0.0,-42.258502679786346,4.0,4.0,1987,1,"{""type"":""Point"",""coordinates"":[-42.258502679786346,-8.29571707002275]}"
2_1178,1,1,4.0,-9.55479577224467,0.0,4.0,4.0,0.0,-40.3483250596346,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-40.3483250596346,-9.55479577224467]}"
2_1183,1,1,8.0,-12.265911299717386,0.0,8.0,8.0,0.0,-48.68190611888298,0.0,8.0,1987,3,"{""type"":""Point"",""coordinates"":[-48.68190611888298,-12.265911299717386]}"
2_1188,1,1,4.0,-7.938636744585239,0.0,4.0,4.0,0.0,-48.890764422440775,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-48.890764422440775,-7.938636744585239]}"
2_1215,1,1,8.0,-14.131891807890456,0.0,8.0,8.0,0.0,-56.534169848900135,0.0,8.0,1987,3,"{""type"":""Point"",""coordinates"":[-56.534169848900135,-14.131891807890456]}"
2_1229,1,1,5.0,-13.674020507574735,0.0,5.0,5.0,0.0,-55.9439767072336,3.0,5.0,1987,3,"{""type"":""Point"",""coordinates"":[-55.9439767072336,-13.674020507574735]}"
2_1240,1,2,3.0,-27.95049616044423,0.0,3.0,3.0,0.0,-51.56954059968518,5.0,3.0,1987,3,"{""type"":""Point"",""coordinates"":[-51.56954059968518,-27.95049616044423]}"
2_1250,1,1,3.0,-2.117284208905505,0.0,3.0,3.0,0.0,-48.52559925944618,5.0,3.0,1987,3,"{""type"":""Point"",""coordinates"":[-48.52559925944618,-2.117284208905505]}"
2_1270,1,3,4.0,-11.03297357226334,0.0,4.0,4.0,0.0,-44.0972642348506,4.0,4.0,1987,1,"{""type"":""Point"",""coordinates"":[-44.0972642348506,-11.03297357226334]}"
2_1296,1,3,6.0,-19.726329902801602,0.0,6.0,6.0,0.0,-48.53098915115089,2.0,6.0,1987,1,"{""type"":""Point"",""coordinates"":[-48.53098915115089,-19.726329902801602]}"
2_1298,1,2,0.0,-0.8280221131371669,0.0,0.0,0.0,0.0,-49.302013159510686,8.0,0.0,1987,1,"{""type"":""Point"",""coordinates"":[-49.302013159510686,-0.8280221131371669]}"
2_1311,1,2,4.0,-17.31273639742927,0.0,4.0,4.0,0.0,-47.43872759718998,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-47.43872759718998,-17.31273639742927]}"
2_1333,1,1,5.0,-7.615782231472683,0.0,5.0,5.0,0.0,-35.20313443831161,3.0,5.0,1987,3,"{""type"":""Point"",""coordinates"":[-35.20313443831161,-7.615782231472683]}"
2_1345,1,1,4.0,-3.800277893703429,0.0,4.0,4.0,1.0,-50.49398771000888,3.0,5.0,1987,3,"{""type"":""Point"",""coordinates"":[-50.49398771000888,-3.800277893703429]}"
2_1372,1,4,3.0,-16.312641991619007,0.0,3.0,3.0,0.0,-48.830397635347936,5.0,3.0,1987,3,"{""type"":""Point"",""coordinates"":[-48.830397635347936,-16.312641991619007]}"
2_1375,1,1,5.0,-30.95293533455691,0.0,5.0,5.0,0.0,-54.70349313139297,3.0,5.0,1987,3,"{""type"":""Point"",""coordinates"":[-54.70349313139297,-30.95293533455691]}"
2_1383,1,1,8.0,-15.146269426718217,0.0,8.0,8.0,0.0,-59.51181552117112,0.0,8.0,1987,3,"{""type"":""Point"",""coordinates"":[-59.51181552117112,-15.146269426718217]}"
2_1407,1,1,4.0,1.0527805972238748,0.0,4.0,4.0,0.0,-60.2550815872516,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-60.2550815872516,1.0527805972238748]}"
2_1446,1,2,7.0,-16.166306431835935,0.0,7.0,7.0,0.0,-53.802842227534725,1.0,7.0,1987,3,"{""type"":""Point"",""coordinates"":[-53.802842227534725,-16.166306431835935]}"
2_1450,1,1,7.0,-6.781965984752943,0.0,7.0,7.0,0.0,-51.80049745923232,1.0,7.0,1987,3,"{""type"":""Point"",""coordinates"":[-51.80049745923232,-6.781965984752943]}"
2_1473,1,3,6.0,-18.567503186287414,0.0,6.0,6.0,0.0,-49.157294567239035,2.0,6.0,1987,1,"{""type"":""Point"",""coordinates"":[-49.157294567239035,-18.567503186287414]}"
2_1482,1,3,3.0,-14.39168458805782,0.0,3.0,3.0,0.0,-46.690880123160476,5.0,3.0,1987,1,"{""type"":""Point"",""coordinates"":[-46.690880123160476,-14.39168458805782]}"
2_1491,1,1,3.0,-4.534920133056372,0.0,3.0,3.0,0.0,-47.446003950991354,5.0,3.0,1987,3,"{""type"":""Point"",""coordinates"":[-47.446003950991354,-4.534920133056372]}"
2_1533,1,2,2.0,-7.143897212724697,0.0,2.0,2.0,0.0,-36.82252740099389,6.0,2.0,1987,3,"{""type"":""Point"",""coordinates"":[-36.82252740099389,-7.143897212724697]}"
2_1544,1,1,4.0,-18.421437121089586,0.0,4.0,4.0,0.0,-43.06671694090868,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-43.06671694090868,-18.421437121089586]}"
2_1657,1,2,4.0,-30.272461506836358,0.0,4.0,4.0,0.0,-51.735010275019995,4.0,4.0,1987,1,"{""type"":""Point"",""coordinates"":[-51.735010275019995,-30.272461506836358]}"
2_1665,1,1,4.0,-15.246251917840722,0.0,4.0,4.0,0.0,-54.33159060376748,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-54.33159060376748,-15.246251917840722]}"
2_1670,1,1,1.0,-19.465728638878524,0.0,1.0,1.0,0.0,-52.40739926518346,7.0,1.0,1987,3,"{""type"":""Point"",""coordinates"":[-52.40739926518346,-19.465728638878524]}"
2_1694,1,1,2.0,-12.011238916669502,0.0,2.0,2.0,0.0,-61.1554629965246,6.0,2.0,1987,3,"{""type"":""Point"",""coordinates"":[-61.1554629965246,-12.011238916669502]}"
2_1803,1,3,1.0,-7.239028801312956,0.0,1.0,1.0,0.0,-72.3219711357723,7.0,1.0,1987,1,"{""type"":""Point"",""coordinates"":[-72.3219711357723,-7.239028801312956]}"
2_1859,1,1,8.0,-5.987495947477638,0.0,8.0,8.0,0.0,-36.03829815795754,0.0,8.0,1987,3,"{""type"":""Point"",""coordinates"":[-36.03829815795754,-5.987495947477638]}"
2_1898,1,3,0.0,-20.980827197074507,0.0,0.0,0.0,0.0,-56.4158617259816,8.0,0.0,1987,1,"{""type"":""Point"",""coordinates"":[-56.4158617259816,-20.980827197074507]}"
2_1899,1,1,1.0,-16.664332425351795,0.0,1.0,1.0,0.0,-53.046370926777676,7.0,1.0,1987,3,"{""type"":""Point"",""coordinates"":[-53.046370926777676,-16.664332425351795]}"
2_1913,1,3,5.0,-21.048470337968713,0.0,5.0,5.0,0.0,-52.09397706255416,3.0,5.0,1987,1,"{""type"":""Point"",""coordinates"":[-52.09397706255416,-21.048470337968713]}"
2_1930,1,3,1.0,-20.621321420369878,0.0,1.0,1.0,0.0,-41.07407397767476,7.0,1.0,1987,1,"{""type"":""Point"",""coordinates"":[-41.07407397767476,-20.621321420369878]}"
2_1937,1,3,1.0,-18.508483872120767,0.0,1.0,1.0,0.0,-47.26517308429808,7.0,1.0,1987,1,"{""type"":""Point"",""coordinates"":[-47.26517308429808,-18.508483872120767]}"
2_1954,1,1,1.0,-17.78084849198395,0.0,1.0,1.0,0.0,-50.53387290862379,7.0,1.0,1987,2,"{""type"":""Point"",""coordinates"":[-50.53387290862379,-17.78084849198395]}"
2_1972,1,1,4.0,-7.627101004052588,0.0,4.0,4.0,0.0,-49.2141579247238,4.0,4.0,1987,3,"{""type"":""Point"",""coordinates"":[-49.2141579247238,-7.627101004052588]}"
3_1009,1,1,3.0,-20.11197665427411,0.0,3.0,3.0,0.0,-52.078346376610476,5.0,3.0,1988,3,"{""type"":""Point"",""coordinates"":[-52.078346376610476,-20.11197665427411]}"
3_1057,1,1,5.0,-8.46927158291464,0.0,5.0,5.0,0.0,-49.5402463728592,3.0,5.0,1988,3,"{""type"":""Point"",""coordinates"":[-49.5402463728592,-8.46927158291464]}"
3_1063,1,2,1.0,-3.2642531636693084,0.0,1.0,1.0,0.0,-57.78327725146833,7.0,1.0,1988,1,"{""type"":""Point"",""coordinates"":[-57.78327725146833,-3.2642531636693084]}"
3_1103,1,2,4.0,-30.717666561646,0.0,4.0,4.0,0.0,-52.9714514320821,4.0,4.0,1988,1,"{""type"":""Point"",""coordinates"":[-52.9714514320821,-30.717666561646]}"
3_1130,1,1,5.0,-7.003490533816817,0.0,5.0,5.0,0.0,-50.27057669884836,3.0,5.0,1988,3,"{""type"":""Point"",""coordinates"":[-50.27057669884836,-7.003490533816817]}"
3_1190,1,3,6.0,-1.9598993711277644,0.0,6.0,6.0,0.0,-48.82419925988752,2.0,6.0,1988,1,"{""type"":""Point"",""coordinates"":[-48.82419925988752,-1.9598993711277644]}"
3_1196,1,2,1.0,-14.008463287852432,0.0,1.0,1.0,0.0,-57.611339706087854,7.0,1.0,1988,1,"{""type"":""Point"",""coordinates"":[-57.611339706087854,-14.008463287852432]}"
3_1321,1,2,4.0,-16.86187195632968,0.0,4.0,4.0,0.0,-48.28547958400104,4.0,4.0,1988,3,"{""type"":""Point"",""coordinates"":[-48.28547958400104,-16.86187195632968]}"
3_1328,1,3,1.0,-1.2209452184110452,0.0,1.0,1.0,0.0,-52.04924096140501,7.0,1.0,1988,1,"{""type"":""Point"",""coordinates"":[-52.04924096140501,-1.2209452184110452]}"
3_1458,1,2,1.0,-18.943178638106197,0.0,1.0,1.0,0.0,-51.061543306515595,7.0,1.0,1988,1,"{""type"":""Point"",""coordinates"":[-51.061543306515595,-18.943178638106197]}"
3_1476,1,1,8.0,-21.83350806476076,0.0,8.0,8.0,0.0,-52.65183085399239,0.0,8.0,1988,3,"{""type"":""Point"",""coordinates"":[-52.65183085399239,-21.83350806476076]}"
3_1519,1,1,2.0,-6.531066525898361,0.0,2.0,2.0,0.0,-51.97593843422085,6.0,2.0,1988,3,"{""type"":""Point"",""coordinates"":[-51.97593843422085,-6.531066525898361]}"
3_1619,1,1,5.0,-22.532577018862572,0.0,5.0,5.0,0.0,-51.36364673656499,3.0,5.0,1988,3,"{""type"":""Point"",""coordinates"":[-51.36364673656499,-22.532577018862572]}"
3_1631,1,2,8.0,-13.796910038442284,0.0,8.0,8.0,0.0,-51.89859348825817,0.0,8.0,1988,3,"{""type"":""Point"",""coordinates"":[-51.89859348825817,-13.796910038442284]}"
3_1633,1,1,3.0,-17.430236036592106,0.0,3.0,3.0,0.0,-44.006714054211336,5.0,3.0,1988,3,"{""type"":""Point"",""coordinates"":[-44.006714054211336,-17.430236036592106]}"
3_1646,1,4,6.0,-15.513590546394687,0.0,6.0,6.0,0.0,-55.16756280716911,2.0,6.0,1988,3,"{""type"":""Point"",""coordinates"":[-55.16756280716911,-15.513590546394687]}"
3_1669,1,2,8.0,-14.230257331501539,0.0,8.0,8.0,0.0,-53.920611361282795,0.0,8.0,1988,3,"{""type"":""Point"",""coordinates"":[-53.920611361282795,-14.230257331501539]}"
